date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:05:35	43870/43870	---M-Z	200	added ('OK')	application/x-javascript	etag:%22ab5e-68933da1-e0e05f30a0e2f8e9;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/slick.min.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/slick.min.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:35	8415/8415	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220df-68933da1-854caf113b6a3b29;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/wow.min.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/wow.min.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:35	3154/3154	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c52-68933da1-c8371924ccc9bf6c;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/slick-animation.min.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/slick-animation.min.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:36	10263/10263	---M-Z	200	added ('OK')	application/x-javascript	etag:%222817-68933da1-642f1e74a4f5656c;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/odometer.min.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/odometer.min.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:36	1894/1894	---M-Z	200	added ('OK')	application/x-javascript	etag:%22766-68933da1-f2946e8b90868245;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/viewport.jquery.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/lib/viewport.jquery.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:37	2947/2947	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b83-68933da1-a3241a7636d13f6d;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/app.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/app.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:37	10438/10438	---M-Z	200	added ('OK')	application/x-javascript	etag:%2228c6-68933da1-d995c4cf77695c64;gz%22	https://fusionfx.com.ng/assets/frontend/mediumpurple/js/custom.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/mediumpurple/js/custom.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:38	5253/5253	---M-Z	200	added ('OK')	application/x-javascript	etag:%221485-68933da1-1a7eb79f6fcfcedf;gz%22	https://fusionfx.com.ng/assets/backend/bootoast/toastr.min.js	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/backend/bootoast/toastr.min.js	(from https://fusionfx.com.ng/register/68ebeb645eb5e)
15:05:39	993/993	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2029%20Oct%202025%2014:04:11%20GMT	https://fusionfx.com.ng/assets/images/banner/breadcrumb.jpg	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/images/banner/breadcrumb.jpg	(from https://fusionfx.com.ng/assets/frontend/mediumpurple/css/main.css)
15:05:40	71493/71493	---M--	200	added ('OK')	image/png	etag:%2211745-68933da1-f9437d4a8ed65011;;;%22	https://fusionfx.com.ng/assets/frontend/deepblack/img/bg/1.png	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/frontend/deepblack/img/bg/1.png	(from https://fusionfx.com.ng/assets/frontend/mediumpurple/css/custom.css)
15:05:40	339428/339428	---M--	200	added ('OK')	image/png	etag:%2252de4-68933da1-ed5bb3b64abab50d;;;%22	https://fusionfx.com.ng/assets/images/banner/bred.png	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/images/banner/bred.png	(from https://fusionfx.com.ng/assets/frontend/mediumpurple/css/custom.css)
15:05:42	80468/80468	---M--	200	added ('OK')	image/png	etag:%2213a54-68933da1-1ab2bd6561a63c9a;;;%22	https://fusionfx.com.ng/assets/images/banner/bg.png	C:/My%20Web%20Sites/teacher/fusionfx.com.ng/assets/images/banner/bg.png	(from https://fusionfx.com.ng/assets/frontend/mediumpurple/css/custom.css)
